plasmid_id,Plasmid_Length,host_taxonomy,ecosystem,Predicted_PCN,PCN,ecosystem_group,MOBF,MOBT,MOBH,MOBC,MOBQ,MOBP2,MOBP3,MOBV,MOBP1,MOBB,Total_mob_genes
IMGPR_plasmid_3300029516_000029,4918,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.586220689,12.27948933,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029516_000043,2759,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.264528033,25.16775775,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029516_000045,4162,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.761121576,14.81757362,Human_associated,0,0,0,0,1,0,0,0,0,0,1
IMGPR_plasmid_3300029516_000050,2112,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.243545935,24.62442338,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029516_000176,4432,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.590637864,12.3382769,Human_associated,0,0,0,0,0,0,0,1,0,0,2
IMGPR_plasmid_3300029516_000509,3705,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.93589317,17.83832145,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029517_000001,5072,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.948767314,18.0824166,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029517_000003,4636,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.468665988,31.09390024,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029517_000011,6174,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.054652527,20.21381301,Human_associated,0,0,0,0,1,0,0,0,0,0,1
IMGPR_plasmid_3300029517_000013,5848,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.922718813,5.839528611,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029517_000020,2963,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.413040627,29.35740963,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029517_000021,6390,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.601209273,12.48002921,Human_associated,0,0,0,0,0,0,0,0,0,1,1
IMGPR_plasmid_3300029517_000023,4416,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.820946212,15.79273264,Human_associated,0,0,0,0,0,0,0,0,1,0,2
IMGPR_plasmid_3300029517_000026,5367,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.005369495,19.19367618,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029517_000063,85585,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,0.867588659,1.381162132,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029517_000069,6211,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.641300509,13.03143976,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029517_000088,6160,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.566167571,12.01584642,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029517_000164,2516,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__CAG-274;s__CAG-274 sp900545305,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.240016648,24.53414684,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029518_000001,2572,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.389469082,28.65020627,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029518_000002,5760,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.730613987,14.3423041,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029518_000003,5467,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.025424174,19.602742,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029518_000016,4430,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.949191789,18.09051832,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029518_000023,4247,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.067544837,20.48907866,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029518_000031,4556,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Erwinia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.35514742,27.64982745,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029518_000037,12247,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.845607352,5.331944345,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029518_000052,2989,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.529950311,33.12227206,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029518_000114,11476,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.909517397,5.749830524,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029518_000149,4018,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.072690218,20.5999331,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029518_000163,7502,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella gallistercoris,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.507269652,11.27137914,Human_associated,0,0,0,0,0,0,0,1,0,0,2
IMGPR_plasmid_3300029518_000179,31147,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.165695723,2.208154092,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029518_000187,2974,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.124670485,21.75239659,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029519_000029,9032,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.235176587,8.348132464,Human_associated,0,0,0,0,0,0,0,0,0,1,1
IMGPR_plasmid_3300029519_000057,67418,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,0.91152308,1.488109238,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029519_000120,2842,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.26280299,25.12265617,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029520_000001,5071,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.936079423,17.84183047,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029520_000003,5693,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.225460533,8.257745321,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029520_000008,4935,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.252283382,24.8492964,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029520_000012,9227,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.051726305,6.781322452,Human_associated,0,0,0,0,0,0,0,0,0,1,1
IMGPR_plasmid_3300029520_000015,2996,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.639475617,37.07186726,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029520_000018,11669,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.685507838,4.395190118,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029520_000020,6082,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.57395551,12.1176088,Human_associated,0,0,0,0,0,0,0,0,0,1,1
IMGPR_plasmid_3300029520_000022,9990,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.506702519,11.26442162,Human_associated,0,0,0,0,1,0,0,0,0,0,1
IMGPR_plasmid_3300029520_000028,9120,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus faecium,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.170209543,7.760119475,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029520_000029,6424,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.769545742,14.95138631,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029520_000073,3429,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.304691394,26.24013382,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029520_000102,4396,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.976173902,18.61263305,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029520_000385,2375,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.577200973,34.77327022,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029521_000006,5758,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.042561236,19.95885513,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029521_000013,5702,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.75934213,14.78945213,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029521_000021,35508,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.25066739,2.492673155,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029521_000022,10287,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.215192421,8.163172125,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029521_000026,4186,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.126926483,21.80378391,Human_associated,0,0,0,0,1,0,0,0,0,0,2
IMGPR_plasmid_3300029521_000042,4884,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.916109533,17.46929333,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029521_000058,4949,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.002203906,19.12985238,Human_associated,0,0,0,0,1,0,0,0,0,0,1
IMGPR_plasmid_3300029521_000072,49484,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,0.961644873,1.615995917,Human_associated,0,0,0,0,1,0,0,0,0,0,1
IMGPR_plasmid_3300029521_000180,4608,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.791774878,15.30994228,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029522_000003,8089,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.106578176,7.22006549,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029522_000013,4490,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.75345685,14.69679969,Human_associated,0,0,0,0,1,0,0,0,0,0,1
IMGPR_plasmid_3300029522_000029,4873,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.790562143,15.29017464,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029523_000001,5071,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.948856563,18.08411975,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029523_000004,5693,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.230125603,8.301034245,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029523_000009,6061,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.68360141,13.63771489,Human_associated,0,0,0,0,0,0,0,0,0,1,1
IMGPR_plasmid_3300029523_000010,4887,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.920900255,17.55798686,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029523_000013,4416,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.816449691,15.71739327,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029523_000020,6442,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.73823758,14.45971457,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029524_000004,5697,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.760479177,14.80741568,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029524_000008,5730,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.683458931,13.63562948,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029524_000010,5693,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.035516673,19.81172799,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029524_000013,4416,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.827482405,15.90285268,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029524_000014,6368,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.4723043,10.84972072,Human_associated,0,0,0,0,0,0,0,0,0,1,1
IMGPR_plasmid_3300029524_000016,14575,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.033433799,6.640276539,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029524_000017,2800,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.370092278,28.0812105,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029524_000018,5754,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.783559128,15.17649281,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029524_000020,5620,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.802881217,15.4920957,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029525_000001,5689,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.777997802,15.08677976,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029525_000004,4274,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.830241914,15.94956066,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029526_000002,4247,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.083879493,20.84297791,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029526_000003,5355,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.845625729,16.21232555,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029526_000004,4869,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.936668887,17.85294033,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029526_000008,5949,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.051869011,6.782432973,Human_associated,0,0,0,0,1,0,0,0,0,0,1
IMGPR_plasmid_3300029526_000012,73158,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,0.934587825,1.546163775,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029527_000003,9227,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.048783244,6.758455213,Human_associated,0,0,0,0,0,0,0,0,0,1,1
IMGPR_plasmid_3300029527_000004,5480,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.996364424,19.01264702,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029527_000009,4883,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.894046396,17.06626517,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029527_000027,2486,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.460822817,30.84316685,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029528_000001,5693,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.202692083,8.049342316,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029528_000003,8296,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.16202485,7.688713196,Human_associated,0,0,0,0,0,0,0,0,0,1,1
IMGPR_plasmid_3300029528_000008,4247,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.774338233,15.02801668,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029528_000021,2798,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.552744144,33.90898143,Human_associated,0,0,0,0,0,0,0,1,0,0,1
IMGPR_plasmid_3300029529_000001,5071,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.952058272,18.14531947,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029529_000003,5697,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.76351269,14.85544049,Human_associated,0,0,0,0,0,0,0,0,1,0,2
IMGPR_plasmid_3300029529_000005,5732,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.469037212,10.81106982,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029529_000007,6379,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.661924584,13.32383,Human_associated,0,0,0,0,0,0,0,0,0,1,1
IMGPR_plasmid_3300029529_000009,4253,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.082334016,20.80924617,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029529_000011,4885,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.764229524,14.86681029,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029529_000018,4044,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.121776109,21.68663782,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029530_000002,9227,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.125838386,7.379920154,Human_associated,0,0,0,0,0,0,0,0,0,1,1
IMGPR_plasmid_3300029530_000006,4247,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.069448406,20.53002357,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029530_000015,4884,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.932656633,17.77744908,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029530_000028,2312,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.392718074,28.74669621,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029530_000031,3524,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.427240333,29.79155097,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029530_000039,21538,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.240547523,2.457506012,Human_associated,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029531_000001,5024,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.912095102,17.39529825,Human_associated,0,0,0,0,0,0,0,0,1,0,1
IMGPR_plasmid_3300029531_000002,5266,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.583499943,12.24340831,Human_associated,0,0,0,0,1,0,0,0,0,0,2
IMGPR_plasmid_3300029531_000004,5711,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.698223012,13.8533141,Human_associated,0,0,0,0,0,0,0,0,1,0,1
