plasmid_id,Plasmid_Length,host_taxonomy,ecosystem,Predicted_PCN,PCN,ecosystem_group,Antitoxin CcdA,Antitoxin DinJ,Antitoxin HigA1,Antitoxin LsoB,Antitoxin MazE,Antitoxin VapB,Antitoxin VapB2,Antitoxin YefM,Antitoxin YobK,Antitoxin YokJ,Antitoxin epsilon,Endoribonuclease toxin MazF,Putative toxin HigB2,Toxin CcdB,Toxin HigB-1,Toxin HigB-2,Toxin PezT,Toxin RTX-I translocation ATP-binding protein,Toxin RelG,Toxin RelK,Toxin YoeB,Toxin zeta,mRNA interferase toxin RelE,mRNA interferase toxin YafQ
IMGPR_plasmid_3300029458_000024,5934,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.834717568,16.02559104,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029458_000026,9748,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.46508644,10.76449903,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029462_000001,6129,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.85635705,16.39803119,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029462_000002,5492,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.003739267,19.1607827,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029463_000005,12228,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.577738626,3.843989343,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029463_000009,8671,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.286922665,8.844595897,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029463_000013,16887,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.661638755,4.267936633,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029463_000024,28429,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.396649489,3.04163571,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029464_000015,6168,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.759840271,14.79731946,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029465_000010,6396,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.700053682,13.88053051,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029468_000013,5484,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.056020384,20.24285034,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029468_000015,10149,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.989039478,6.308510402,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029472_000015,5413,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.74252373,14.52611942,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMGPR_plasmid_3300029473_000011,5013,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.290863818,25.86606103,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029474_000004,10530,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.984961505,6.278767181,Human_associated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029476_000011,5461,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.002072059,19.12719848,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029477_000003,5412,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.714842013,14.10222392,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMGPR_plasmid_3300029477_000008,7140,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.610165556,12.60130244,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029478_000009,6245,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.635836576,12.95498198,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029481_000003,9823,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.19661171,7.994485885,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMGPR_plasmid_3300029481_000016,5810,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.750695677,14.65351789,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029488_000016,5079,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.057367459,20.27148534,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029489_000003,6084,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.798032168,15.41231829,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029489_000008,8535,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.537517138,11.64822815,Human_associated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029489_000019,5399,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.872449535,16.68027366,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029489_000024,5327,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.595434611,12.40241093,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029489_000029,10664,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.943906411,5.985987878,Human_associated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029489_000113,8384,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.121924129,7.347183099,Human_associated,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029490_000012,5413,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.710691018,14.03966461,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMGPR_plasmid_3300029491_000007,6248,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.637148301,12.97329909,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029492_000016,6151,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.817358862,15.73259916,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029492_000124,14408,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.670059611,4.312484471,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029493_000001,11531,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.951214937,6.037232184,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029493_000006,8300,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.297854022,8.952801033,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMGPR_plasmid_3300029493_000012,10149,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.218575379,8.194223244,Human_associated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029494_000002,6098,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.916653111,17.47933556,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029494_000006,8294,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.289459075,8.869597522,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMGPR_plasmid_3300029494_000008,5506,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.016080452,19.41113228,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029494_000009,10169,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.223435237,8.239014619,Human_associated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029494_000016,5855,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.842793429,16.16364405,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029494_000083,41771,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.297257321,2.659246751,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029495_000004,6086,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.800842932,15.45851433,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029495_000017,8403,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.143534251,7.529529918,Human_associated,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029495_000024,5327,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.605825256,12.54239663,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029495_000029,10663,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.171423293,7.770758522,Human_associated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029495_000055,6969,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp003531055,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.654620956,13.21959518,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029495_000106,7714,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.711361415,14.04975053,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029499_000023,45324,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,0.983201254,1.672999512,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029500_000005,5481,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.091804065,21.01676183,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029500_000041,26786,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.192531874,2.295414227,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029501_000004,5556,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.025761737,19.60969791,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029502_000003,5413,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.678097291,13.55736849,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMGPR_plasmid_3300029504_000002,5388,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.948743046,18.08195352,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029505_000007,5570,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.032641611,19.75197891,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029505_000023,41262,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas phoceensis,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.249013247,2.486900551,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029506_000033,9279,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.100434729,7.169720753,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029506_000165,9522,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.030458865,6.617580999,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029507_000002,6092,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.025871019,19.61195029,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMGPR_plasmid_3300029507_000060,6020,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.757156127,14.75497404,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029507_000098,44376,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.266437846,2.548190821,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029508_000004,6050,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.847523733,16.24502564,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029508_000010,12724,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.100878829,7.173349736,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029508_000022,5878,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.865613593,16.55982449,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029508_000041,70751,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.072102864,1.921516597,Human_associated,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029511_000011,5502,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.005657467,19.19949222,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029511_000021,4589,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.160502886,22.58245223,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029512_000135,26479,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.270006661,2.560876281,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029514_000005,10509,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.979654836,6.240243485,Human_associated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029516_000016,4602,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.239252008,24.51462986,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029517_000063,85585,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,0.867588659,1.381162132,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMGPR_plasmid_3300029518_000003,5467,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.025424174,19.602742,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029518_000037,12247,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.845607352,5.331944345,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMGPR_plasmid_3300029519_000057,67418,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,0.91152308,1.488109238,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IMGPR_plasmid_3300029520_000008,4935,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.252283382,24.8492964,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029520_000028,9120,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus faecium,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.170209543,7.760119475,Human_associated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029521_000006,5758,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.042561236,19.95885513,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMGPR_plasmid_3300029521_000022,10287,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.215192421,8.163172125,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMGPR_plasmid_3300029521_000072,49484,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,0.961644873,1.615995917,Human_associated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029524_000016,14575,,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.033433799,6.640276539,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMGPR_plasmid_3300029526_000003,5355,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.845625729,16.21232555,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029527_000004,5480,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.996364424,19.01264702,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029533_000004,5411,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.699451634,13.87157443,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMGPR_plasmid_3300029534_000019,10144,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.985861239,6.285319086,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029534_000029,31301,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,1.192616935,2.29569455,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IMGPR_plasmid_3300029535_000023,7699,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.423115586,10.28095139,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMGPR_plasmid_3300029536_000004,5460,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.97529553,18.59541343,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029537_000006,5460,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,3.024073787,19.5749391,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMGPR_plasmid_3300029539_000004,10932,d__Bacteria;p__Firmicutes_A;c__Clostridia,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.146699888,7.5565741,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMGPR_plasmid_3300029540_000007,5949,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella,Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal,2.437684253,10.44650282,Human_associated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
