Node,Community,PIRACopyNumber,Plasmid_Length,Total_Chromosome_Length
NZ_CP045692.1,4,1.564179769,127353,5277246
NZ_CP024230.1,10,0.473302728,73915,4848034
NZ_CP119983.1,10,0.763489795,312171,4727145
NZ_CP016411.1,10,0.917507566,316814,4727114
NZ_CP115166.1,9,0.499996969,450606,3131215
NZ_CP020441.2,9,0.669526611,295841,3622127
NZ_CP063207.1,9,0.803791,322970,2999641
NZ_CP064685.1,9,0.815146008,380496,8282742
NZ_CP044080.1,9,0.825672915,267632,3637766
NZ_CP100398.1,9,0.861828924,511447,9108208
NZ_AP023173.1,9,0.869996071,485693,6240414
NZ_CP110112.1,9,0.952914766,257344,3874532
NZ_CP043960.1,9,0.98261164,408250,6900068
NZ_CP109967.1,9,0.996293948,646854,3198344
NZ_CP045419.1,9,1.00534524,801066,3231996
NZ_CP022523.1,9,1.037499022,1244003,4134317
NZ_CP045374.1,9,1.087611451,181132,3447997
NZ_CP064705.1,9,1.252111,433165,7875792
NZ_CP049320.1,9,1.295381139,377315,3989243
NZ_CP082159.1,9,1.314074826,744754,8044513
NZ_CP020043.1,9,1.359981944,348805,7504851
NZ_CP032676.1,9,1.392189237,533287,5370536
NZ_CP062806.1,9,1.425064048,355033,7869760
NZ_CP044072.1,9,1.463063616,132067,4949413
NZ_CP045340.1,9,1.536363937,518670,3313709
NZ_CP064702.1,9,1.659201142,356376,8158300
NZ_CP022136.1,10,1.088290551,85657,4913978
NZ_CP022036.1,10,1.111604486,93727,4774926
NZ_CP029996.1,10,1.310514868,87775,4920300
NZ_CP016441.1,10,1.395039701,68520,4490371
NZ_CP116070.1,10,0.355391697,81965,5366488
NZ_OW970366.1,22,0.752989324,117442,5334591
NZ_CP121596.1,25,0.35713157,70544,3962360
NZ_CP121568.1,25,0.46814353,68038,3944323
NZ_CP107606.1,25,0.476052755,67019,4064267
NZ_CP061516.1,25,0.497607021,83626,3984725
NZ_CP121564.1,25,0.499825543,70111,3977707
NZ_CP121617.1,25,0.53390342,74897,3994104
NZ_CP121561.1,25,0.596491624,68813,4003247
NZ_CP107588.1,25,0.65774083,67019,4057314
NZ_CP121605.1,25,0.671867405,72138,4077512
NZ_CP021275.1,25,0.72824662,58937,3503573
NZ_CP021273.1,25,0.742294354,58935,3498323
NZ_CP121599.1,25,0.811373796,72243,4032492
NZ_CP121592.1,25,0.835262477,80655,3946102
NZ_CP076805.1,25,0.89705966,105056,3987199
NZ_CP030922.1,25,0.897532561,77405,4810511
NZ_CP036286.1,25,0.907922044,71234,3745577
NZ_CP021271.1,25,0.910699496,56208,3363033
NZ_CP076818.1,25,0.956991049,99399,3970830
NZ_CP102478.1,25,0.966169979,94494,7876745
NZ_CP122361.1,25,0.97748509,76103,4020033
NZ_CP121602.1,25,0.983240261,72891,4020757
NZ_CP121627.1,25,0.984167425,70541,3994773
NZ_CP121571.1,25,0.998095747,68722,3947776
NZ_AP025532.1,25,1.061128901,71826,3938810
NZ_CP062808.1,25,1.072232488,82842,7869760
NZ_CP077833.1,25,1.16092991,84262,3978561
NZ_CP077836.1,25,1.245829375,73444,3999531
NZ_CP053303.1,25,1.252506821,92661,7649259
NZ_CP110467.1,25,1.259810142,124107,3983259
NZ_CP054818.1,25,1.260545557,92661,7958198
NZ_CP013423.1,25,1.309365879,69213,7011960
NZ_CP077841.1,25,1.31023582,70789,4078332
NZ_CP117763.1,25,1.383466347,66484,4005723
NZ_CP033857.1,25,1.391719249,67023,3926001
NZ_CP132215.1,25,1.406581655,71234,4029133
NZ_CP015940.1,25,1.413652547,58092,3420000
NZ_OW969878.1,25,1.453762379,115963,5176111
NZ_CP120895.1,25,1.55128428,64600,3848390
NZ_CP050912.1,25,1.558758874,71194,4067565
NZ_CP021285.1,25,1.69229844,67142,3439446
NZ_CP048134.1,25,1.693074883,74916,4027041
NZ_CP097254.1,25,1.696222725,81691,4631472
NZ_CP050915.1,25,1.715187303,92021,3958415
NZ_CP077838.1,25,1.753550852,72258,3980610
NZ_CP056576.1,25,1.816999786,101715,5126475
NZ_AP022840.1,25,1.868994495,140878,3750805
NZ_OW995943.1,25,1.888691,90277,5218036
NZ_CP121589.1,25,1.931547424,68108,4032275
NZ_CP015942.1,25,2.002092256,33359,3397139
NZ_CP050909.1,25,2.061965276,71194,4038616
NZ_CP077847.1,25,2.08666766,70426,3891293
NC_015423.1,25,2.169837645,75488,4995263
NZ_CP029997.1,25,2.171277444,86128,4920300
NZ_CP050917.1,25,2.41868321,71194,4015142
NZ_CP044208.1,25,2.696876833,65566,5290928
NZ_CP031382.1,25,3.195873697,70101,3919274
NZ_CP082849.1,25,3.266379569,52758,3384650
NZ_CP045343.1,25,7.90255681,53318,3313709
NZ_CP055600.1,18,0.988928793,113051,4565833
NZ_CP066052.1,28,0.364461573,61780,4840346
NZ_CP008818.1,28,0.734840254,106739,4638588
NZ_CP076559.1,14,0.365564942,162057,4095679
NZ_CP051395.1,14,0.649999077,155923,4704366
NZ_CP020540.1,9,0.940858932,312167,2919834
NZ_CP020927.1,9,1.153127831,189183,5260163
NZ_CP051360.1,14,1.199192217,167068,4856212
NZ_CP064687.1,9,0.893208795,297728,7797172
NZ_CP085065.1,18,1.676196952,94191,5190359
NZ_CP073147.1,1,0.916735887,58883,927976
NZ_CP102422.1,1,1.825400087,14448,3223947
NZ_CP102314.1,1,1.843067748,14457,3285352
NZ_CP075077.1,1,1.872624903,29098,920509
NZ_CP102299.1,1,1.960949436,13858,3249014
NZ_CP104440.1,1,10.0325872,12032,2319385
NZ_CP059021.1,1,15.09364662,21661,906948
NZ_CP023910.1,22,0.927363557,100207,5344312
NZ_CP038322.1,14,1.300480214,145329,5513087
NZ_CP038326.1,14,1.799399333,145329,5513088
NZ_CP083462.1,14,1.926948707,158496,4684058
NZ_CP082879.1,2,0.375570501,33797,1684072
NZ_CP073814.1,2,15.92671062,3441,2140160
NZ_CP064700.1,8,0.992500822,82052,8176129
NZ_CP064697.1,8,1.050779565,82052,8178443
NZ_CP067425.2,8,1.650746612,46096,5940203
NC_015166.1,2,6.434766132,6277,4242803
NZ_CP009443.1,2,8.839053525,4876,1919185
NZ_CP045615.1,2,16.3443426,7195,6570539
NZ_CP020829.1,7,0.379402372,67033,2953920
NZ_CP060527.1,7,0.632721614,90421,2908728
NZ_CP068130.1,7,0.723350489,62437,3511859
NZ_CP077321.1,7,0.765874899,168461,2883932
NZ_CP097023.1,7,0.889099758,142475,2701552
NZ_CP098508.1,7,0.974398428,61167,2975970
NZ_CP078095.1,7,1.046119528,211593,2570998
NZ_CP141091.1,7,1.203820471,74657,2619216
NZ_CP124907.1,7,1.513196616,79359,2765943
NZ_CP025444.1,7,1.525506506,25550,3010323
NZ_CP025564.1,7,1.807623542,16073,2996364
NZ_JABRWM010000004.1,5,1.873724535,40986,5283710
NZ_CP019166.1,7,1.878697408,77105,3005328
NZ_CP019168.1,7,2.046302245,77105,3038647
NZ_CP025566.1,7,2.169343721,15792,2979032
NZ_JABRWL010000002.1,5,2.288116365,40986,5274415
NZ_CP119375.1,1,0.862651413,27082,903203
NZ_LS992155.1,1,0.948163167,7559,1155104
NZ_CP117911.1,1,1.030830047,26994,900541
NZ_CP118291.1,1,1.07339587,26994,903324
NZ_CP075095.1,1,1.230928963,32505,920509
NZ_CP118299.1,1,1.242983005,27071,902845
NZ_LS450959.2,1,1.267031121,7553,1141680
NZ_CP119359.1,1,1.272571044,27082,901955
NZ_CP031510.1,1,1.470931561,10903,4391784
NZ_CP110212.1,1,1.707116505,7553,1160701
NZ_CP097270.1,1,2.268478989,12443,5695567
NZ_CP113084.1,1,3.224220401,8427,5459214
NZ_CP119384.1,1,3.240967966,27082,902489
NZ_OU508368.1,1,3.859312435,7553,1151406
NZ_CP047320.1,1,4.045953494,7552,1152497
NZ_CP116878.1,1,6.333101307,18336,912938
NC_019937.1,1,7.030091503,12763,4575057
NZ_CP015307.1,1,7.297731674,7493,1042738
NZ_CP015305.1,1,7.62035117,7502,1048033
NZ_CP018053.1,1,7.936608245,7503,1025839
NZ_CP015303.1,1,8.407512755,7502,1048917
NZ_CP015295.1,1,11.00787695,7502,1043019
NZ_CP015297.1,1,14.49734123,7502,1043007
NZ_CP015301.1,1,14.82695575,7493,1042717
NZ_LR777655.1,1,16.80222139,6320,1197353
NZ_LR777657.1,1,25.9489187,6319,1198895
NZ_CP015299.1,1,30.01964162,7502,1043003
NZ_LR777659.1,1,50.69507689,6358,1195517
NZ_CP092198.1,1,2267.704351,7553,1166642
NZ_CP092200.1,1,2422.854357,7553,1166085
NZ_CP055422.1,5,0.380329163,335856,4978770
NZ_CP056182.1,14,0.614491077,283642,4992760
NZ_CP056337.1,14,0.690064878,310147,5084908
NZ_CP056268.1,14,0.696375223,298088,5327400
NZ_CP056362.1,14,0.697970368,297824,5054623
NZ_CP056889.1,14,0.701299146,301637,5167268
NZ_CP056270.1,14,0.702567919,319331,5224399
NZ_CP056517.1,14,0.721581753,183652,4927085
NZ_CP055583.1,5,0.722110844,337037,5023392
NZ_CP056351.1,14,0.73476282,304626,5178534
NZ_CP056823.1,14,0.740014756,296541,5138391
NZ_CP056645.1,5,0.764739138,270007,4936735
NZ_CP055467.1,14,0.771365782,180863,4927528
NZ_CP055589.1,5,0.785296467,335856,5024564
NZ_CP056209.1,14,0.788651802,291255,4829251
NZ_CP039319.1,5,0.824278473,162861,5146753
NZ_CP055565.1,5,0.84040331,309293,5163581
NZ_CP056382.1,14,0.871765225,302400,5041930
NZ_CP056334.1,14,0.87401392,297490,4883072
NZ_CP055544.1,14,0.887198438,297466,5026008
NZ_CP056636.1,14,0.934218706,204018,5099027
NZ_CP056342.1,14,1.049432598,251758,5331005
NZ_CP026234.1,14,1.091281359,280328,5079781
NZ_CP055987.1,14,1.115539213,93123,5841500
NZ_OW969905.1,14,1.148008185,191011,5085387
NZ_CP055539.1,14,1.297054093,299953,5067906
NZ_CP055469.1,5,1.335970606,78741,4927528
NZ_CP026213.1,14,1.578259709,221962,5246201
NZ_CP026237.1,5,1.666156381,235027,5334524
NZ_CP056210.1,5,1.754119938,98360,4829251
NZ_CP026390.1,5,2.183381411,195394,4781217
NZ_CP008824.1,14,2.391536842,319976,4852980
NZ_CP014072.1,22,1.298185156,76312,5284722
NZ_CP011370.1,10,1.398457525,159187,7099963
NZ_CP027383.1,10,1.50299255,73784,5401672
NZ_CP020502.1,22,2.303967452,74726,5072681
NZ_CP070110.1,22,2.521791421,78821,5408158
NZ_CP038384.1,4,2.523947024,69832,5571128
NZ_CP011599.1,22,2.630459093,82986,5529134
NZ_CP024272.1,19,0.725523088,147766,4905023
NZ_CP024274.1,19,3.158337649,145089,4875605
NZ_CP056511.1,8,0.386942264,62128,5162943
NZ_CP056638.1,8,1.935549157,104193,5099027
NZ_CP039932.1,29,0.387440924,55269,3963137
NZ_CP140422.1,29,0.988637135,56458,4154379
NZ_CP029140.1,5,0.388916931,114072,5935069
NZ_AP024575.1,5,1.539477122,36504,5287432
NZ_AP024581.1,5,2.452559154,36504,5389848
NZ_AP024578.1,5,3.577200451,36504,5291799
NZ_AP024282.1,5,0.389086833,139475,4921046
NZ_CP041375.1,5,0.79367069,134972,5483867
NZ_CP109693.1,5,0.947931469,79034,4642449
NZ_LR890236.1,5,0.982500632,169535,5237440
NZ_CP087640.1,5,1.07731024,133772,5473652
NZ_CP087625.1,5,1.088157688,139857,5475454
NZ_LR890601.1,5,1.140333171,72169,5367150
NZ_LR890371.1,5,1.274621367,71104,5359358
NZ_LR890376.1,5,1.372027675,71104,5355089
NZ_CP024490.1,5,1.382344618,71104,5583461
NZ_LR890417.1,5,1.386593049,71104,5358293
NZ_CP024484.1,5,1.404987653,71104,5356173
NZ_LR890681.1,5,1.590241184,71104,5356154
NZ_CP092388.1,2,0.389185239,134664,5228948
NZ_CP069401.1,2,0.989795304,86772,4835111
NZ_CP118720.1,2,1.148099432,50592,5244196
NZ_CP127877.1,2,1.728544837,77412,5099769
NZ_CP028085.1,2,2.241151233,122231,5057275
NZ_CP053782.1,14,0.38921463,109462,3705319
NZ_CP051403.1,14,0.40781536,102040,4891101
NZ_CP104637.1,14,0.424221106,158207,4825930
NZ_CP051373.1,14,0.452008247,122954,4644025
NZ_CP029118.1,14,0.566061324,187909,4831922
NZ_CP117223.1,14,0.623820964,140825,5435745
NZ_CP032391.1,14,0.654682606,146176,4846886
NZ_CP051400.1,14,0.665854417,183507,4841666
NZ_CP051426.1,14,0.729107108,188725,4722156
NZ_CP029802.1,14,0.732938488,90137,4674190
NZ_CP024536.1,14,0.790417115,187611,5264380
NZ_CP051397.1,14,0.79210744,191208,4841659
NZ_CP114162.1,14,0.812624958,157867,5366545
NZ_CP136941.1,14,0.845457677,185591,5213916
NZ_CP024557.1,14,0.89376808,217685,5298459
NZ_CP142096.1,14,0.911361877,141594,4345934
NZ_CP027038.1,14,0.911804063,155161,5426917
NZ_CP114170.1,14,0.912372294,157867,5567937
NZ_CP138308.1,14,0.929055335,210622,4861942
NZ_CP031610.1,14,0.933519392,160292,4821441
NZ_CP114166.1,14,0.981516569,157867,5570028
NZ_CP031576.1,14,1.001881326,160309,4912800
NZ_CP051387.1,14,1.037302617,131331,4860673
NZ_CP031570.1,14,1.043209541,158968,4722490
NZ_AP024348.1,14,1.052756611,92251,4867732
NZ_CP024550.1,14,1.055061178,187611,5298228
NZ_CP026233.1,14,1.075642589,206795,5079781
NZ_CP031584.1,14,1.135584019,164082,5242834
NZ_CP022126.1,14,1.141774852,140133,5377031
NZ_CP100733.1,14,1.147817434,161012,4790068
NZ_CP138306.1,14,1.149107945,238640,4848834
NZ_CP050832.1,14,1.167274276,152940,4744578
NZ_CP031512.1,14,1.168065433,147900,4391784
NZ_CP026225.1,14,1.16959684,178635,4797236
NZ_CP087274.1,14,1.170809166,140824,5436561
NZ_CP031573.1,14,1.198725976,164095,4843622
NZ_CP063295.1,14,1.212083174,159330,4790379
NZ_CP107721.1,14,1.221591708,145946,4983583
NZ_CP021551.1,14,1.226271022,161830,4055152
NZ_CP100740.1,14,1.232381273,199721,4790069
NZ_CP103514.1,14,1.244790526,190614,5459963
NZ_CP038330.1,14,1.24537423,93970,5607499
NZ_LT904892.1,14,1.247408383,192619,4802101
NZ_CP044075.1,14,1.254308556,186363,4343403
NZ_CP103711.1,14,1.273595443,178234,4918768
NZ_CP021709.1,14,1.280410639,186758,5439290
NZ_CP021956.1,14,1.296495135,153527,5432669
NZ_AP025336.1,14,1.297344876,174343,5709362
NZ_CP032192.1,14,1.353139806,159356,4916886
NZ_CP024571.1,14,1.354239099,187611,5293333
NZ_CP027055.1,14,1.418094826,175636,5466424
NZ_CP023274.1,14,1.429165853,191769,3909869
NZ_CP028996.1,14,1.430128578,176325,5511019
NZ_CP101908.1,14,1.446750736,152311,4803791
NZ_CP101941.1,14,1.456610557,152311,4837940
NZ_CP006661.1,14,1.459640534,140825,5435746
NZ_CP135470.1,14,1.46502704,178145,4917515
NZ_CP032168.1,14,1.47530788,158987,5147572
NZ_LR890704.1,14,1.48246642,128238,5513883
NZ_CP021719.1,14,1.483660527,128094,4967401
NZ_CP030215.1,14,1.491766411,152311,4882461
NZ_CP023952.1,14,1.4990371,207802,5226396
NZ_CP018817.1,14,1.533370142,140825,5435743
NZ_CP020049.1,14,1.538748445,141885,5018461
NZ_CP021936.1,14,1.542888202,138340,5141314
NZ_CP104842.1,14,1.551596051,209995,4934545
NZ_CP117732.1,14,1.561206811,178660,5943444
NZ_AP028048.1,14,1.565003296,174343,5709306
NZ_CP040884.1,14,1.587051935,145272,4934660
NZ_CP031802.1,14,1.587898419,128238,5509899
NZ_CP027043.1,14,1.633183875,192771,5181675
NZ_CP026405.1,14,1.641293485,186884,5277702
NZ_CP024564.1,14,1.647096589,187611,5293333
NZ_CP014775.1,14,1.693035409,198307,4756751
NZ_AP028052.1,14,1.697791249,174343,5675557
NZ_LR890548.1,14,1.713040012,188520,5297128
NZ_CP049969.1,14,1.717926589,139294,4836724
NZ_CP024522.1,14,1.720407761,221606,5297118
NZ_CP013324.1,14,1.729868608,166486,5319154
NZ_CP021952.1,14,1.730958594,176349,5328319
NZ_AP028043.1,14,1.737012705,172011,5610297
NZ_LR890256.1,14,1.761605211,128238,5511203
NZ_CP029737.1,14,1.762830355,144970,4309166
NZ_CP024529.1,14,1.771305952,221606,5297108
NZ_CP024192.1,14,1.826255386,221606,5296999
NZ_CP042479.1,14,1.837834564,243455,5095110
NZ_CP025141.1,14,1.926348877,204734,5388466
NZ_CP133339.1,14,1.947062546,147899,4707941
NZ_CP042518.1,14,1.955258015,243455,5022915
NZ_CP025147.1,14,1.983465229,205953,5383248
NZ_CP021835.1,14,2.085624074,210045,5514199
NZ_CP104682.1,14,2.097287358,210107,4856360
NZ_LR890658.1,14,2.128838081,184703,5541541
NZ_CP026207.1,14,2.153521838,202687,5103533
NZ_CP135682.1,14,2.286211404,107043,4896746
NZ_CP104451.1,14,2.421634531,148888,5775339
NZ_CP011622.1,14,2.565581728,176497,5262013
NZ_CP114566.1,14,2.575260838,210045,4999663
NZ_CP025144.1,14,3.006738187,204123,5388622
NZ_CP048384.1,14,3.749747857,190655,4695344
NZ_LR890502.1,14,5.44383531,128238,5509882
NZ_CP021695.1,14,5.935120921,214441,4372742
NZ_CP137921.1,14,8.89689869,185591,4175694
NZ_CP048305.1,14,10.3935433,159959,4959978
NZ_CP007636.1,14,294.4236648,167267,3043139
NZ_CP015026.1,5,1.064031039,170926,5365209
NZ_CP040383.1,5,1.263471384,194556,4767771
NZ_CP026203.1,22,1.462252349,35036,5103533
NZ_CP070027.1,15,1.46562027,110044,4721433
NZ_CP070923.1,15,1.50576318,102703,4790484
NZ_CP086387.1,5,1.524006288,107575,4809054
NZ_LR890211.1,15,1.737743302,111450,5265046
NZ_CP056225.1,22,1.974199441,69970,5396561
NZ_CP056738.1,5,0.605102217,149353,5094430
NZ_CP083653.1,4,0.82416385,125776,4760400
NZ_CP067278.1,8,0.439954251,44769,4664222
NZ_CP063297.1,8,0.694238335,34894,4790379
NZ_CP054284.1,8,0.807755168,34051,4702170
NZ_CP067315.1,8,0.891876926,44683,4631526
NZ_CP135460.1,8,0.927970912,53262,4914339
NZ_CP067263.1,8,0.944384699,45201,5479731
NZ_CP117753.1,8,0.985093345,49518,4861751
NZ_CP026236.1,8,1.046057766,65291,5334524
NZ_CP011580.1,15,1.047515456,90452,4881003
NZ_CP067269.1,8,1.101572237,44683,4648008
NZ_CP029112.1,8,1.130358936,59626,4875835
NZ_CP103689.1,8,1.138630133,70661,5365823
NZ_CP024853.1,8,1.246905017,35812,5054076
NZ_CP028999.1,8,1.288674212,46504,5511019
NZ_CP059934.1,8,1.295121713,56201,4801284
NZ_CP026389.1,8,1.304942802,50333,4781217
NZ_CP027137.1,8,1.354156591,49534,4625479
NZ_CP096190.1,8,1.38851343,72333,4740531
NZ_CP104375.1,8,1.41806174,51640,5383173
NZ_CP011649.1,15,1.438809776,90452,4849467
NZ_CP011571.1,15,1.477415589,90452,4879702
NZ_CP124426.1,8,1.5385402,38937,4977635
NZ_CP026169.1,8,1.551997986,58627,4832521
NZ_CP116079.1,8,1.651141875,41594,4958823
NZ_CP011661.1,15,1.723220362,90452,4878509
NZ_CP043188.1,8,1.789870466,42596,4656750
NZ_CP100484.1,8,1.942868565,39753,5948232
NZ_CP043184.1,8,1.960391567,43125,4656755
NZ_CP032203.1,8,1.974343318,41865,5107215
NZ_CP097629.1,8,2.022680944,41429,5465659
NZ_CP021548.1,8,2.039951216,22633,5382888
NZ_CP028958.1,8,2.262494427,71304,4221270
NZ_CP026205.1,8,2.274034412,77775,5103533
NZ_CP103467.1,8,2.288417278,34630,4793007
NZ_CP043186.1,8,2.309015931,42591,4593846
NZ_CP103713.1,8,2.375123978,34612,4918768
NZ_CP124396.1,8,2.434222085,37893,4919904
NZ_CP008908.1,8,2.447944503,50333,4621385
NZ_CP029801.1,8,2.483947462,34063,4674190
NZ_CP026060.1,8,2.484628991,34615,3973559
NZ_CP098326.1,8,2.508713542,42288,4695432
NZ_CP021756.1,8,2.511668063,22632,5380979
NZ_CP011589.1,8,2.528406788,59138,4753402
NZ_CP135694.1,8,2.62380034,37161,4991700
NZ_CP026232.1,8,2.689174852,62590,5079781
NZ_CP008901.1,8,2.701053413,50333,4633407
NZ_CP069866.1,8,2.718381712,54563,5010420
NZ_CP103536.1,8,2.819781466,54676,4828093
NZ_CP027168.1,8,3.01412191,57053,6586916
NZ_CP042581.1,8,3.546705795,44630,4964300
NZ_CP042533.1,8,3.596464586,51987,5034705
NZ_CP104454.1,8,3.617393604,44010,5775339
NZ_CP043224.1,8,4.028499057,42407,4766173
NZ_OW967008.1,8,4.03997928,45090,5213381
NZ_CP058130.1,8,4.05130957,59001,4864832
NZ_CP055406.1,8,4.053226581,59186,4765598
NZ_CP023894.1,8,4.195545994,71267,5633990
NZ_OW995944.1,8,4.476563269,86953,5218036
NZ_OW969713.1,8,4.492947697,35534,4634954
NZ_CP029092.1,8,4.495357969,57052,6584825
NZ_CP020066.1,8,4.641350805,72663,5345997
NZ_CP021860.1,8,4.714268833,24749,5322544
NZ_OW849066.1,8,4.748427794,38262,5186323
NZ_CP033830.1,8,4.780990317,43953,4818792
NZ_CP073790.1,8,5.047586541,40128,5278596
NZ_CP128967.1,8,5.317923785,47664,4879343
NZ_OW969880.1,8,5.323546536,53579,5176111
NZ_CP056693.1,8,5.992189249,60264,4870455
NZ_CP135701.1,8,6.36918834,41593,5023218
NZ_CP058148.1,8,7.063375105,59112,4939784
NZ_CP020119.1,8,8.553765588,51515,4992088
NZ_OW849085.1,8,11.75649336,37891,5142846
NZ_CP030340.1,10,0.391626399,34927,4989783
NZ_CP023532.1,10,0.454800073,13833,5277336
NZ_CP065968.1,10,0.981256549,15708,5173590
NZ_CP039328.1,8,0.718124002,125137,5018095
NZ_CP022118.1,4,1.088592928,416444,4822139
NZ_OW970493.1,22,0.760702267,103689,5293786
NZ_CP032188.1,22,0.935282515,93870,5312321
NZ_OW970541.1,22,1.007755243,101467,5323112
NZ_CP099333.1,10,1.562915918,90815,4483451
NZ_OW970414.1,22,1.587269662,103689,5294552
NZ_CP042253.1,25,0.398212054,150432,4199426
NZ_CP082855.1,25,0.883910816,143699,4117990
NZ_CP016031.1,25,0.902443352,129884,3486107
NZ_CP025492.2,25,1.103546687,150432,4333322
NZ_CP061841.1,25,1.151479645,129883,3512088
NZ_CP015952.1,25,1.419195119,73576,3419817
NZ_CP048619.1,25,1.569484273,106642,3405663
NZ_CP021284.1,25,1.735694639,150433,3439446
NZ_CP021278.1,25,1.913256193,76972,3548205
NZ_CP015943.1,25,2.113345899,73576,3397139
NZ_CP021276.1,25,2.233108152,76951,3503573
NZ_CP015948.1,25,2.377953195,71453,3336955
NZ_CP056730.1,5,1.846094685,48470,4815044
NZ_CP014997.1,4,0.574894251,81966,5047093
NZ_LN890523.1,4,1.38203059,82119,4875411
NZ_CP030237.1,4,2.635743385,32829,4524637
NZ_CP073626.1,5,0.74590061,75842,4950124
NZ_CP049162.1,8,0.402032436,50130,6282181
NZ_HG992339.1,1,1.293144595,24025,5270194
NZ_CP027175.1,8,2.075549826,71782,7012922
NZ_CP066874.1,22,0.40236969,105997,5827146
NZ_CP089027.1,22,0.510255304,63408,5462996
NZ_OV754012.1,22,0.571049908,74247,5300365
NZ_CP067314.1,22,0.589230555,63454,4631526
NZ_CP067277.1,22,0.593091947,63454,4664222
NZ_CP115691.1,22,0.604466699,76313,4935101
NZ_CP045727.1,22,0.615675379,63589,4919686
NZ_CP097413.1,22,0.628432231,65300,5369141
NZ_CP070185.1,22,0.655471573,29895,5343616
NZ_CP027148.1,22,0.678334269,47286,5274107
NZ_CP067267.1,22,0.683762645,63454,4648008
NZ_CP023251.1,22,0.781933919,63075,5256457
NZ_CP097424.1,22,0.802146747,64722,5513839
NZ_CP135467.1,22,0.812768668,73996,4987369
NZ_CP124810.1,22,0.818274025,63589,5067943
NZ_CP135468.1,22,0.841390692,69064,4987369
NZ_CP097417.1,22,0.860139674,65499,5367615
NZ_CP066860.1,22,0.915758199,170976,5696194
NZ_CP029138.1,22,0.924609712,81137,5331435
NZ_OW967179.1,22,0.972422216,70748,4863036
NZ_CP085861.1,22,0.978099905,63589,5188985
NZ_OW968127.1,22,0.984234637,63589,4877427
NZ_CP109742.1,22,1.000622608,59632,5603828
NZ_CP085868.1,22,1.005930299,63589,5320804
NZ_OW967797.1,22,1.008977149,63589,4742462
NZ_CP084785.1,22,1.075776611,78123,5171734
NZ_CP085864.1,22,1.106010561,63589,5263198
NZ_CP016927.1,22,1.119640722,72093,5236925
NZ_CP031566.1,22,1.121505759,64859,4722490
NZ_CP032170.1,22,1.204003445,65672,5147572
NZ_OV753989.1,22,1.212204707,74476,5300255
NZ_LR745044.1,22,1.219176019,61761,5245353
NZ_CP032193.1,22,1.225176912,87450,4916886
NZ_OW968013.1,22,1.230608923,65499,4770068
NZ_OX030732.1,22,1.237859669,63589,5290358
NZ_CP129387.1,22,1.265568486,58960,4711862
NZ_CP087620.1,22,1.276503676,70343,5279086
NZ_OV753994.1,22,1.301329605,74473,5300217
NZ_OW968113.1,22,1.30958913,72412,4783841
NZ_CP069833.1,22,1.426501286,79088,5317588
NZ_CP070178.1,22,1.458788384,67308,5343616
NZ_CP021742.1,22,1.464261275,76179,5388754
NZ_CP097433.1,22,1.466049562,63589,4735021
NZ_CP027039.1,22,1.489727297,63589,5426917
NZ_CP097429.1,22,1.517477432,63590,4727328
NZ_OW968281.1,22,1.530566715,98209,5942021
NZ_OW968330.1,22,1.557755589,63589,4886885
NZ_CP032174.1,22,1.562964475,63589,5330135
NZ_CP124822.1,22,1.563072008,65499,5323817
NZ_CP097422.1,22,1.578422208,52373,5348861
NZ_CP011656.1,22,1.610108625,129196,5029496
NZ_OW970368.1,22,1.635088595,63589,5334591
NZ_OW968348.1,22,1.677612052,98209,5942035
NZ_CP026395.1,22,1.719794143,80642,5531975
NZ_CP124814.1,22,1.737481342,63589,5033604
NZ_OW970495.1,22,1.744225908,63589,5293786
NZ_OW970543.1,22,1.770545282,63589,5323112
NZ_OX030704.1,22,1.780158227,63570,5070006
NZ_OW970439.1,22,1.802109027,63589,5333677
NZ_OW970556.1,22,1.810331034,63589,5333399
NZ_CP042574.1,22,1.902374296,86404,4841070
NZ_OW967006.1,22,1.907066906,63589,5213381
NZ_CP124807.1,22,1.92830875,63589,5584066
NZ_OW968017.1,22,1.95163073,63570,5186895
NZ_CP029447.1,22,1.95491508,73100,5540160
NZ_OW993924.1,22,1.95894381,63589,5277742
NZ_CP135496.1,22,1.987185432,61749,4845357
NZ_CP053361.1,22,1.993847195,66546,5329123
NZ_CP048803.1,22,2.004483999,66546,5347743
NZ_LR890302.1,22,2.008521082,65499,5173861
NZ_OW849493.1,22,2.037376585,79391,5480730
NZ_CP042490.1,22,2.079431082,60173,4780403
NZ_CP090135.1,22,2.081997806,53329,4647585
NZ_OW970360.1,22,2.085071597,63589,5331532
NZ_CP048781.1,22,2.087143935,66546,5330888
NZ_CP017932.1,22,2.13611988,76186,6155924
NZ_CP018669.1,22,2.152447729,88688,5424949
NZ_CP042568.1,22,2.155285793,88956,4714649
NZ_CP017936.1,22,2.169814458,76186,5387681
NZ_CP031805.1,22,2.181932713,65454,5509899
NZ_CP042542.1,22,2.197546359,88956,4719578
NZ_CP044032.1,22,2.204699381,63589,5290279
NZ_CP011593.1,22,2.238768058,68910,6217725
NZ_OW967005.1,22,2.255789207,68199,5213381
NZ_CP026210.1,22,2.312723557,77585,5246201
NZ_CP124829.1,22,2.31585454,65499,5171383
NZ_CP042580.1,22,2.335601503,82010,4964300
NZ_CP042532.1,22,2.381885416,88956,5034705
