SeqID,Degree,PCN,Plasmid_Length
NZ_CP042518.1,169,1.955258015,243455
NZ_CP025147.1,285,1.983465229,205953
NZ_CP021835.1,292,2.085624074,210045
NZ_CP104682.1,246,2.097287358,210107
NZ_LR890658.1,304,2.128838081,184703
NZ_CP026207.1,322,2.153521838,202687
NZ_CP135682.1,197,2.286211404,107043
NZ_CP104451.1,261,2.421634531,148888
NZ_CP011622.1,318,2.565581728,176497
NZ_CP114566.1,288,2.575260838,210045
NZ_CP025144.1,285,3.006738187,204123
NZ_CP048384.1,315,3.749747857,190655
NZ_LR890502.1,210,5.44383531,128238
NZ_CP021695.1,317,5.935120921,214441
NZ_CP137921.1,305,8.89689869,185591
NZ_CP048305.1,256,10.3935433,159959
NZ_CP007636.1,253,294.4236648,167267
NZ_CP015026.1,15,1.064031039,170926
NZ_CP040383.1,8,1.263471384,194556
NZ_CP026203.1,15,1.462252349,35036
NZ_CP070027.1,20,1.46562027,110044
NZ_CP070923.1,18,1.50576318,102703
NZ_CP086387.1,40,1.524006288,107575
NZ_LR890211.1,17,1.737743302,111450
NZ_CP056225.1,29,1.974199441,69970
NZ_CP056738.1,370,0.605102217,149353
NZ_CP083653.1,127,0.82416385,125776
NZ_CP067278.1,127,0.439954251,44769
NZ_CP063297.1,122,0.694238335,34894
NZ_CP054284.1,122,0.807755168,34051
NZ_CP067315.1,127,0.891876926,44683
NZ_CP135460.1,151,0.927970912,53262
NZ_CP067263.1,127,0.944384699,45201
NZ_CP117753.1,54,0.985093345,49518
NZ_CP026236.1,86,1.046057766,65291
NZ_CP011580.1,51,1.047515456,90452
NZ_CP067269.1,127,1.101572237,44683
NZ_CP029112.1,88,1.130358936,59626
NZ_CP103689.1,121,1.138630133,70661
NZ_CP024853.1,117,1.246905017,35812
NZ_CP028999.1,101,1.288674212,46504
NZ_CP059934.1,117,1.295121713,56201
NZ_CP026389.1,122,1.304942802,50333
NZ_CP027137.1,121,1.354156591,49534
NZ_CP096190.1,109,1.38851343,72333
NZ_CP104375.1,109,1.41806174,51640
NZ_CP011649.1,51,1.438809776,90452
NZ_CP011571.1,51,1.477415589,90452
NZ_CP124426.1,130,1.5385402,38937
NZ_CP026169.1,123,1.551997986,58627
NZ_CP116079.1,133,1.651141875,41594
NZ_CP011661.1,51,1.723220362,90452
NZ_CP043188.1,134,1.789870466,42596
NZ_CP100484.1,128,1.942868565,39753
NZ_CP043184.1,134,1.960391567,43125
NZ_CP032203.1,122,1.974343318,41865
NZ_CP097629.1,106,2.022680944,41429
NZ_CP021548.1,97,2.039951216,22633
NZ_CP028958.1,165,2.262494427,71304
NZ_CP026205.1,103,2.274034412,77775
NZ_CP103467.1,122,2.288417278,34630
NZ_CP043186.1,134,2.309015931,42591
NZ_CP103713.1,122,2.375123978,34612
NZ_CP124396.1,135,2.434222085,37893
NZ_CP008908.1,123,2.447944503,50333
NZ_CP029801.1,123,2.483947462,34063
NZ_CP026060.1,122,2.484628991,34615
NZ_CP098326.1,132,2.508713542,42288
NZ_CP021756.1,97,2.511668063,22632
NZ_CP011589.1,176,2.528406788,59138
NZ_CP135694.1,129,2.62380034,37161
NZ_CP026232.1,131,2.689174852,62590
NZ_CP008901.1,123,2.701053413,50333
NZ_CP069866.1,118,2.718381712,54563
NZ_CP103536.1,157,2.819781466,54676
NZ_CP027168.1,133,3.01412191,57053
NZ_CP042581.1,93,3.546705795,44630
NZ_CP042533.1,106,3.596464586,51987
NZ_CP104454.1,124,3.617393604,44010
NZ_CP043224.1,134,4.028499057,42407
NZ_OW967008.1,125,4.03997928,45090
NZ_CP058130.1,115,4.05130957,59001
NZ_CP055406.1,115,4.053226581,59186
NZ_CP023894.1,158,4.195545994,71267
NZ_OW995944.1,97,4.476563269,86953
NZ_OW969713.1,122,4.492947697,35534
NZ_CP029092.1,133,4.495357969,57052
NZ_CP020066.1,174,4.641350805,72663
NZ_CP021860.1,97,4.714268833,24749
NZ_OW849066.1,77,4.748427794,38262
NZ_CP033830.1,126,4.780990317,43953
NZ_CP073790.1,128,5.047586541,40128
NZ_CP128967.1,121,5.317923785,47664
NZ_OW969880.1,108,5.323546536,53579
NZ_CP056693.1,79,5.992189249,60264
NZ_CP135701.1,133,6.36918834,41593
NZ_CP058148.1,115,7.063375105,59112
NZ_CP020119.1,137,8.553765588,51515
NZ_OW849085.1,45,11.75649336,37891
NZ_CP030340.1,3,0.391626399,34927
NZ_CP023532.1,3,0.454800073,13833
NZ_CP065968.1,3,0.981256549,15708
NZ_CP039328.1,19,0.718124002,125137
NZ_CP022118.1,149,1.088592928,416444
NZ_OW970493.1,65,0.760702267,103689
NZ_CP032188.1,75,0.935282515,93870
NZ_OW970541.1,64,1.007755243,101467
NZ_CP099333.1,5,1.562915918,90815
NZ_OW970414.1,65,1.587269662,103689
NZ_CP042253.1,14,0.398212054,150432
NZ_CP082855.1,13,0.883910816,143699
NZ_CP016031.1,8,0.902443352,129884
NZ_CP025492.2,14,1.103546687,150432
NZ_CP061841.1,8,1.151479645,129883
NZ_CP015952.1,16,1.419195119,73576
NZ_CP048619.1,10,1.569484273,106642
NZ_CP021284.1,14,1.735694639,150433
NZ_CP021278.1,21,1.913256193,76972
NZ_CP015943.1,16,2.113345899,73576
NZ_CP021276.1,18,2.233108152,76951
NZ_CP015948.1,16,2.377953195,71453
NZ_CP056730.1,76,1.846094685,48470
NZ_CP014997.1,30,0.574894251,81966
NZ_LN890523.1,30,1.38203059,82119
NZ_CP030237.1,22,2.635743385,32829
NZ_CP073626.1,80,0.74590061,75842
NZ_CP049162.1,19,0.402032436,50130
NZ_HG992339.1,45,1.293144595,24025
NZ_CP027175.1,7,2.075549826,71782
NZ_CP066874.1,147,0.40236969,105997
NZ_CP089027.1,146,0.510255304,63408
NZ_OV754012.1,147,0.571049908,74247
NZ_CP067314.1,146,0.589230555,63454
NZ_CP067277.1,146,0.593091947,63454
NZ_CP115691.1,173,0.604466699,76313
NZ_CP045727.1,146,0.615675379,63589
NZ_CP097413.1,146,0.628432231,65300
NZ_CP070185.1,14,0.655471573,29895
NZ_CP027148.1,144,0.678334269,47286
NZ_CP067267.1,146,0.683762645,63454
NZ_CP023251.1,146,0.781933919,63075
NZ_CP097424.1,146,0.802146747,64722
NZ_CP135467.1,150,0.812768668,73996
NZ_CP124810.1,146,0.818274025,63589
NZ_CP135468.1,146,0.841390692,69064
NZ_CP097417.1,146,0.860139674,65499
NZ_CP066860.1,151,0.915758199,170976
NZ_CP029138.1,149,0.924609712,81137
NZ_OW967179.1,149,0.972422216,70748
NZ_CP085861.1,146,0.978099905,63589
NZ_OW968127.1,146,0.984234637,63589
NZ_CP109742.1,153,1.000622608,59632
NZ_CP085868.1,146,1.005930299,63589
NZ_OW967797.1,146,1.008977149,63589
NZ_CP084785.1,148,1.075776611,78123
NZ_CP085864.1,146,1.106010561,63589
NZ_CP016927.1,149,1.119640722,72093
NZ_CP031566.1,148,1.121505759,64859
NZ_CP032170.1,148,1.204003445,65672
NZ_OV753989.1,147,1.212204707,74476
NZ_LR745044.1,146,1.219176019,61761
NZ_CP032193.1,145,1.225176912,87450
NZ_OW968013.1,146,1.230608923,65499
NZ_OX030732.1,146,1.237859669,63589
NZ_CP129387.1,150,1.265568486,58960
NZ_CP087620.1,157,1.276503676,70343
NZ_OV753994.1,147,1.301329605,74473
NZ_OW968113.1,155,1.30958913,72412
NZ_CP069833.1,146,1.426501286,79088
NZ_CP070178.1,123,1.458788384,67308
NZ_CP021742.1,161,1.464261275,76179
NZ_CP097433.1,146,1.466049562,63589
NZ_CP027039.1,146,1.489727297,63589
NZ_CP097429.1,146,1.517477432,63590
NZ_OW968281.1,175,1.530566715,98209
NZ_OW968330.1,146,1.557755589,63589
NZ_CP032174.1,146,1.562964475,63589
NZ_CP124822.1,146,1.563072008,65499
NZ_CP097422.1,143,1.578422208,52373
NZ_CP011656.1,185,1.610108625,129196
NZ_OW970368.1,146,1.635088595,63589
NZ_OW968348.1,175,1.677612052,98209
NZ_CP026395.1,148,1.719794143,80642
NZ_CP124814.1,146,1.737481342,63589
NZ_OW970495.1,146,1.744225908,63589
NZ_OW970543.1,146,1.770545282,63589
NZ_OX030704.1,146,1.780158227,63570
NZ_OW970439.1,146,1.802109027,63589
NZ_OW970556.1,146,1.810331034,63589
NZ_CP042574.1,149,1.902374296,86404
NZ_OW967006.1,146,1.907066906,63589
NZ_CP124807.1,146,1.92830875,63589
NZ_OW968017.1,146,1.95163073,63570
NZ_CP029447.1,150,1.95491508,73100
NZ_OW993924.1,146,1.95894381,63589
NZ_CP135496.1,145,1.987185432,61749
NZ_CP053361.1,152,1.993847195,66546
NZ_CP048803.1,152,2.004483999,66546
NZ_LR890302.1,146,2.008521082,65499
NZ_OW849493.1,151,2.037376585,79391
NZ_CP042490.1,148,2.079431082,60173
NZ_CP090135.1,143,2.081997806,53329
NZ_OW970360.1,146,2.085071597,63589
NZ_CP048781.1,152,2.087143935,66546
NZ_CP017932.1,162,2.13611988,76186
NZ_CP018669.1,166,2.152447729,88688
NZ_CP042568.1,149,2.155285793,88956
NZ_CP017936.1,162,2.169814458,76186
NZ_CP031805.1,146,2.181932713,65454
NZ_CP042542.1,149,2.197546359,88956
NZ_CP044032.1,146,2.204699381,63589
NZ_CP011593.1,151,2.238768058,68910
NZ_OW967005.1,161,2.255789207,68199
NZ_CP026210.1,153,2.312723557,77585
NZ_CP124829.1,146,2.31585454,65499
NZ_CP042580.1,149,2.335601503,82010
NZ_CP042532.1,149,2.381885416,88956
NZ_OW970424.1,146,2.416995155,63589
NZ_CP091667.1,150,2.423297279,59054
NZ_LR890707.1,146,2.431340885,65499
NZ_CP026385.1,151,2.495565198,82860
NZ_CP046648.1,152,2.550274402,66546
NZ_CP103502.1,148,2.604157782,67896
NZ_CP023419.1,162,2.618723801,70869
NZ_OW970432.1,146,2.654034488,65498
NZ_CP011614.1,170,2.66751871,92095
NZ_CP124826.1,146,2.676377808,63589
NZ_CP103701.1,155,2.67956996,57922
NZ_OW970416.1,146,2.719451519,63589
NZ_CP042526.1,149,2.732088894,87731
NZ_OW970518.1,142,2.740355453,49695
NZ_OW849472.1,146,2.771475093,63570
NZ_CP042509.1,149,2.783364464,82010
NZ_CP122332.1,146,2.784765254,63589
NZ_OW995945.1,146,2.795147708,63589
NZ_CP011640.1,150,2.822372978,73100
NZ_CP135684.1,151,2.841669819,58919
NZ_OW969662.1,150,2.852589573,64401
NZ_LR890259.1,146,2.854135553,65499
NZ_OW849112.1,159,2.860050329,70086
NZ_CP090143.1,143,2.905768276,53329
NZ_OW969693.1,146,2.94879092,65498
NZ_OW967376.1,146,2.977575724,68845
NZ_CP042514.1,149,2.979299537,87731
NZ_OW970482.1,142,2.998420822,49695
NZ_OW967954.1,146,3.002174525,63589
NZ_CP011609.1,151,3.016898662,70610
NZ_CP090139.1,143,3.019811715,53329
NZ_CP042537.1,149,3.067040558,87731
NZ_OW849530.1,146,3.093051001,63570
NZ_CP007733.1,148,3.181656933,80411
NZ_OW849156.1,148,3.190335793,68707
NZ_OW969635.1,143,3.260842492,52582
NZ_OW970454.1,146,3.316082435,64366
NZ_OW967978.1,146,3.331280294,63589
NZ_CP042522.1,149,3.407579093,87731
NZ_CP031322.1,148,3.438499598,75645
NZ_OW969782.1,145,3.465864961,61830
NZ_OW849100.1,148,3.469114042,74480
NZ_OW970563.1,146,3.488284263,63589
NZ_CM008896.1,151,3.897204908,80890
NZ_OW969712.1,146,3.89757159,65498
NZ_OW967831.1,146,3.901021405,63570
NZ_CP082931.1,148,4.216485976,64841
NZ_CP066515.1,146,4.426499937,63589
NZ_CP033775.1,125,4.94904914,74543
NZ_CP026497.1,154,6.118548085,55141
NZ_OW970532.1,146,10.19650243,63589
NZ_CP103692.1,160,13.00108735,81842
NZ_LR890505.1,146,14.2924083,65499
NZ_CP128941.1,17,1.009773163,103767
NZ_CP135674.1,14,1.021032765,61392
NZ_AP023428.1,18,1.103857214,120829
NZ_CP128927.1,19,1.192489901,93747
NZ_CP056366.1,99,0.817346353,109317
NZ_CP104683.1,107,1.049325854,122304
NZ_CP056127.1,102,1.871246697,70650
NZ_CP056757.1,100,2.040532983,80766
NZ_CP056277.1,97,2.350713841,51057
NZ_CP056246.1,100,5.032864276,178786
NZ_CP059954.1,47,2.477130333,99596
NZ_CP045959.1,170,0.971227669,329074
NZ_CP085989.1,83,6.959222014,31981
NZ_CP116157.1,151,9.352055627,4867
NZ_CP084847.1,47,0.405770786,49648
NZ_CP107723.1,44,0.860916683,75258
NZ_CP056521.1,18,1.104662533,114544
NZ_CP028991.1,81,1.167694716,85698
NZ_LR890618.1,22,1.568491163,75695
NZ_CP029723.1,191,1.599981942,183663
NZ_AP018497.1,7,0.406945418,127402
NZ_CP084366.1,2,0.916639502,121360
NZ_CP084593.1,7,1.473336006,97267
NZ_CP023153.1,7,1.476374518,95687
NZ_CP084588.1,7,1.513233736,95688
NZ_CP045964.1,7,1.617514738,97268
NZ_CP019224.1,7,1.660735311,97268
NZ_CP084365.1,3,2.642438728,136707
NZ_CP029123.1,128,0.50285168,97471
NZ_CP050740.1,213,0.659079157,137774
NZ_CP051443.1,175,0.69755901,96127
NZ_CP032385.1,180,0.737158031,103514
NZ_CP029743.1,160,1.281492007,104555
NZ_CP093250.1,251,1.296125572,270793
NZ_CP060509.1,113,1.300772404,209422
NZ_CP040068.1,302,1.311077208,210031
NZ_CP040384.1,80,1.333223381,118204
NZ_CP020513.1,62,1.369964487,46056
NZ_CP032388.1,159,1.482549958,124532
NZ_CP029730.1,149,1.536275413,136246
NZ_CP061407.1,162,1.687181356,68514
NZ_CP024581.1,136,2.867653629,67964
NZ_CP007732.1,357,3.374837854,268334
NZ_CP047282.1,207,4.19350039,187068
NZ_CP116518.1,117,0.523300255,122895
NZ_AP028417.1,109,0.609593349,75806
NZ_AP022342.1,85,0.648983172,253148
NZ_CP065525.1,87,0.716325184,227210
NZ_CP012467.1,84,0.780178939,202319
NZ_CP088192.1,119,0.783391466,178351
NZ_CP066435.1,72,0.801740156,161669
NZ_CP064344.1,83,0.806162905,196063
NZ_CP116537.1,106,0.811421233,134360
NZ_CP071930.1,86,0.834884394,220241
NZ_CP066648.1,83,0.835054686,194710
NZ_CP066410.1,83,0.840928851,198742
NZ_CP066428.1,83,0.895612037,187324
NZ_CP065549.1,83,0.900422067,198774
NZ_CP027401.1,90,0.906851752,159454
NZ_CP066623.1,83,0.908309658,200088
NZ_CP091218.1,76,0.911020889,182818
NZ_OU015709.1,85,0.923977747,238492
NZ_CP066452.1,65,0.943257966,164531
NZ_CP072885.1,87,0.972935246,174746
NZ_CP116521.1,90,0.974575604,155657
NZ_CP065524.1,105,0.974964339,94576
NZ_CP066615.1,83,0.992002049,198741
NZ_CP083921.1,86,1.011304065,213279
NZ_CP066444.1,86,1.028595994,192427
NZ_CP064050.1,75,1.036560687,219794
NZ_CP014530.1,76,1.070877753,223688
NZ_CP066382.1,83,1.071911391,257742
NZ_CP066731.1,86,1.09900267,192427
NZ_CP066608.1,83,1.14850012,198742
NZ_CP066417.1,83,1.245743459,198740
NZ_CP044275.1,91,1.272880873,201015
NZ_CP066674.1,76,1.276076253,171777
NZ_CP018832.1,93,1.328553101,259837
NZ_CP018827.1,93,1.38215157,259837
NZ_CP091207.1,82,1.473310461,138406
NZ_CP066600.1,84,1.500227283,212766
NZ_CP064051.1,111,1.511819045,63187
NZ_CP083913.1,87,1.587386668,213284
NZ_CP044265.1,84,1.765174063,194666
NZ_CP124883.1,32,1.771219637,53449
NZ_AP024839.1,119,2.239761188,71967
NZ_AP024833.1,119,2.318558286,71966
NZ_CP046110.1,32,2.81356778,53448
NZ_CP127043.1,52,3.658433147,10792
NZ_CP082867.1,80,5.941700741,12206
NZ_CP009446.1,67,6.411689682,8805
NZ_CP067135.1,40,12.71403463,7412
NZ_CP128946.1,121,13.94191206,4867
NZ_CP053978.1,73,0.409299933,69863
NZ_CP009462.1,63,0.412801263,94884
NZ_CM002880.1,63,0.441735499,97502
NZ_CP053961.1,66,0.628962243,85879
NZ_CP018936.1,75,0.678424032,94665
NZ_CP009333.1,73,0.772061691,69773
NZ_CP010087.1,70,0.839803396,76848
NZ_CP010854.1,63,1.014086344,95135
NZ_CP076189.1,66,1.029582948,94743
NZ_CP047133.1,66,1.029812661,94743
NZ_CP018934.1,76,1.049611027,97634
NZ_CP018932.1,76,1.096093569,97731
NZ_CP076221.1,66,1.206394467,94760
NZ_CP076147.1,63,1.251919875,94806
NZ_CP076227.1,63,1.274853665,94893
NZ_CP116894.1,63,1.288901317,94800
NZ_CP076197.1,63,1.307422009,94795
NZ_CP076215.1,63,1.324934726,94809
NZ_CP053937.1,70,1.354573771,77112
NZ_CP076194.1,63,1.386359616,94808
NZ_CP076212.1,63,1.399201823,94813
NZ_CP076206.1,63,1.586359632,94800
NZ_CP009698.1,66,1.607491313,94767
NZ_CP076166.1,63,1.617869247,94811
NZ_CP009640.1,66,1.626649271,85879
NZ_CP076172.1,63,1.654968682,94811
NZ_CP009326.1,63,1.669493065,94892
NZ_CP010002.1,72,1.673808572,80285
NZ_CP076169.1,63,1.6774719,94805
NZ_CP009314.1,63,1.696666705,94807
NZ_CP116897.1,63,1.705135163,94793
NZ_CP076145.1,63,1.727937545,94684
NZ_CP076162.1,63,1.763836107,94811
NZ_CP009542.1,63,1.7829379,94807
NZ_CP116891.1,63,1.818814145,94800
NZ_CP076159.1,63,1.827456018,94822
NZ_CP076183.1,63,1.877684932,94822
NZ_CP076143.1,63,1.888548769,94822
NZ_CP076180.1,63,1.896622013,94815
NZ_CP076175.1,63,1.93894649,94805
NZ_CP076140.1,63,1.957273316,94806
NZ_CP076150.1,63,1.958643465,94815
NZ_CP076156.1,63,1.970892715,94815
NZ_CP076186.1,63,2.017025576,94822
NZ_CP068115.1,71,2.026911108,52787
NZ_CP076224.1,63,2.034499372,94824
NZ_CP010320.1,63,2.051217884,94810
NZ_CP009475.1,63,2.161358659,94721
NZ_CP076200.1,63,2.161728602,94684
NZ_CP076177.1,63,2.177124548,94815
NZ_CP029807.1,63,2.207938887,94967
NZ_CP076153.1,63,2.212679704,94815
NZ_CP083106.1,71,2.235468729,80699
NZ_AP018445.1,63,2.316681268,94802
NZ_CP084368.1,18,2.342006015,57330
NZ_CP089995.1,66,2.463943522,94735
NZ_CP007617.1,66,2.483585202,94756
NZ_CP009979.1,63,2.533709106,94831
NZ_CP076218.1,66,2.536258706,94764
NZ_CP029325.1,66,2.674443133,94936
NZ_CP009900.1,66,2.918380568,94747
NZ_CP076191.1,63,2.985700854,94723
NZ_CP076203.1,66,3.017466965,94751
NZ_CP083089.1,71,3.192631765,73803
NZ_CP060196.1,63,3.792683667,94830
NZ_CP027167.1,137,0.857065719,165365
NZ_CP039545.1,100,0.909240302,189341
NZ_CP071948.1,197,1.294038593,159998
NZ_CP092684.1,151,1.373471489,293418
NC_017577.1,29,1.489176927,120153
NZ_CP029091.1,137,1.680140694,165365
NZ_AP025274.1,122,3.023657726,323125
NZ_CP091645.1,7,0.411498243,110357
NZ_CP082875.1,5,0.542036138,85645
NZ_CP086658.1,5,0.543511721,114638
NZ_CP025282.1,7,0.763668438,108453
NZ_OU532557.1,5,0.764756106,104639
NZ_CP040614.1,7,1.36102387,71914
NZ_CP088277.1,5,0.411642371,121299
NZ_CP093240.1,48,1.770966535,118621
NZ_CP067127.1,80,0.559572656,305818
NZ_CP067170.1,101,0.603209151,296221
NZ_CP045361.1,51,0.994626996,219612
NZ_CP045319.1,51,1.048781444,234384
NZ_CP044791.1,33,0.702582325,8070
NZ_CP044633.1,33,1.064638551,8905
NZ_CP075093.1,35,1.318074931,30607
NZ_CP073184.1,35,2.120870968,24067
NZ_CP044808.1,54,2.997086053,4428
NZ_CP073224.1,38,5.256011043,16924
NZ_AP014867.1,9,0.420155484,130548
NZ_AP014866.1,96,1.144329178,293217
NZ_CP014853.1,97,1.595706459,345196
NZ_CP083130.1,102,2.472662278,472823
NZ_CP009999.1,98,3.001941631,317336
NZ_CP083087.1,96,3.229976173,302708
NZ_CP083103.1,98,3.764399814,317339
NZ_CP083158.1,96,3.838552976,301042
NZ_CP083146.1,96,3.839448498,295447
NZ_CP083118.1,98,4.61665061,309328
NZ_CP033508.1,19,0.444616401,242663
NZ_CP064691.1,84,0.855327311,295268
NZ_AP025594.1,45,0.884530263,352526
NZ_AP024089.1,40,0.934980702,351712
NZ_CP062805.1,95,0.950100728,425364
NZ_CP058535.1,60,0.974116359,359763
NZ_CP082364.1,106,0.987454378,395960
NC_015658.1,137,1.053360189,436718
NC_019789.1,139,1.064422581,556630
NZ_CP021796.1,78,1.155355085,280209
NZ_CP046067.1,65,1.306436535,396761
NZ_CP046164.1,61,1.390904089,396310
NZ_CP045357.1,61,1.395857802,396761
NZ_CP011665.1,148,1.624110323,529571
NZ_CP011987.1,167,4.166192738,74026
NZ_CP069489.1,1,0.421214196,14130
NZ_CP031582.1,55,1.007613201,206229
NZ_CP071949.1,18,1.158408849,153270
NZ_CP021961.1,34,1.590927971,97389
NZ_CP097221.1,243,1.731314571,206564
NZ_CP027346.1,2,1.367440079,18123
NZ_CP045211.1,4,3.739090287,65782
NZ_CP093246.1,265,1.093898768,270632
NZ_CP055326.1,252,2.343297348,272299
NZ_CP068231.1,135,2.765746772,244072
NZ_CP082348.1,110,0.87396022,181041
NZ_CP135651.1,8,2.957832737,73868
NZ_CP107722.1,55,0.92012433,142386
NZ_CP011984.1,34,1.091177353,13838
NZ_CP061388.1,34,1.164367147,13636
NZ_CP110946.1,34,1.707857247,13636
NZ_CP020112.1,34,2.060774756,13841
NZ_CP110966.1,34,2.098985127,13636
NZ_CP110971.1,34,2.221802797,13636
NZ_CP110940.1,34,2.435258748,13636
NZ_CP110956.1,34,2.440528515,13636
NZ_CP110961.1,34,2.623851757,13636
NZ_CP011993.1,34,2.628677759,13841
NZ_CP021717.1,34,2.817630306,15271
NZ_CP058329.1,34,2.909163168,13636
NZ_CP021543.1,34,2.985016343,15271
NZ_CP021837.1,34,3.069824432,15271
NZ_CP135457.1,34,3.121902939,15100
NZ_CP110951.1,34,3.289291965,13636
NZ_LR130551.1,34,3.291173032,13841
NZ_CP008832.1,34,4.197100715,13841
NZ_CP018353.1,34,5.007851167,13841
NZ_CP070082.1,34,6.289730841,15271
NZ_CP115705.1,44,6.475217865,8905
NZ_CP007728.1,34,7.751987016,15096
NZ_CP027052.1,34,9.701250545,13841
NZ_CP011988.1,34,10.59531801,13841
NZ_CP136410.1,34,12.05959177,13841
NZ_CP141085.1,129,0.64005618,385579
NZ_AP022592.1,20,0.842161374,434050
NZ_CP034317.1,110,0.89318974,265109
NZ_CP116511.1,64,0.958442428,484059
NZ_CP088148.1,75,0.973644481,457705
NZ_CP063206.1,97,1.001714453,608598
NZ_CP095725.1,99,1.014195309,475803
NZ_CP128951.1,131,1.032669761,655459
NZ_CP044283.1,90,1.102387014,526979
NZ_CP028036.1,108,1.21651494,305249
NZ_CP069555.1,151,0.432539821,5251
NZ_CP072965.1,535,3.337169317,4209
NZ_CP033764.1,535,4.028362615,5430
NZ_CP055127.1,535,4.101263954,3979
NZ_CP072956.1,535,4.104577397,4209
NZ_CP091686.1,535,4.113222482,5755
NZ_CP073813.1,535,4.199202985,4333
NZ_CP039281.1,535,4.321780088,4018
NZ_CP091668.1,29,4.381897373,4677
NZ_LR890654.1,151,4.42525024,6062
NZ_CP133341.1,42,5.669913118,5258
NZ_CP044052.1,535,5.732717073,5409
NZ_CP032005.1,61,5.993484233,6950
NZ_CP079983.1,535,6.696079037,4381
NZ_CP101918.1,67,6.877058362,4404
NZ_CP103497.1,535,7.230850133,4760
NZ_CP084800.1,535,7.672800047,3708
NZ_CP042550.1,535,7.991174776,4048
NZ_OW848984.1,535,8.402536444,5252
NZ_CP092003.1,535,8.567306083,4018
NZ_CP042491.1,535,8.674086363,4853
NZ_CP128957.1,151,8.872434355,6274
NZ_CP103526.1,535,9.06038479,4773
NZ_LR890419.1,535,9.432250019,3514
NZ_CP103538.1,133,9.948686427,6062
NZ_LR890352.1,343,9.976538661,5509
NZ_CP102750.1,535,10.11388065,3818
NZ_CP092008.1,535,10.26734235,4774
NZ_CP038603.1,535,10.3558073,6237
NZ_CP083788.1,535,10.49371097,4616
NZ_LR890378.1,535,10.61383276,3514
NZ_CP115692.1,535,10.66386893,6237
NZ_CP103669.1,535,10.74256796,6282
NZ_OW970450.1,535,11.16038786,4052
NZ_CP024486.1,535,11.17151132,3514
NZ_CP050737.1,151,11.22698538,6062
NZ_CP069905.1,535,11.48398826,3557
NZ_CP116098.1,535,11.6415661,4036
NZ_CP083795.1,535,11.80695502,3514
NZ_LR890494.1,535,12.01900374,5087
NZ_CP103616.1,60,12.13857738,5883
NZ_CP118389.1,535,12.28320242,4047
NZ_CP038331.1,535,12.31582374,6675
NZ_CP135485.1,535,12.32365522,4411
NZ_CP023887.1,535,12.97115333,3724
NZ_LR890683.1,535,13.18080168,3514
NZ_CP083801.1,535,13.23184812,3514
NZ_CP011605.1,535,13.23998065,3820
NZ_CP045786.1,535,13.43947474,4065
NZ_LR890739.1,535,13.9412634,3514
NZ_CP083615.1,535,14.07790187,4783
NZ_OW970448.1,55,14.52419725,5838
NZ_CP056163.1,67,14.67557001,4420
NZ_CP128984.1,151,15.06162678,6062
NZ_CP135512.1,535,15.7256422,3511
NZ_LR890397.1,535,16.06129169,4411
NZ_CP068071.1,535,16.19810744,4397
NZ_CP101294.1,535,16.58595109,6673
NZ_CP068183.1,535,16.68919668,5501
NZ_CP024511.1,535,16.70772929,3514
NZ_CP038395.1,143,16.77791457,4011
NZ_CP135702.1,151,16.88770196,5251
NZ_OW967970.1,535,16.97668889,5593
NZ_CP043769.1,535,17.13522542,3497
NZ_CP016532.1,535,17.20260541,4245
NZ_LR890296.1,58,17.43146386,6134
NZ_CP092174.1,535,17.43525934,4295
NZ_LR890626.1,151,17.57356983,5251
NZ_CP083800.1,535,17.8805648,4048
NZ_CP023904.1,143,17.99538456,4011
NZ_CP137708.1,67,18.51221788,4404
NZ_CP038325.1,535,18.53375767,6673
NZ_CP089025.1,535,18.88841585,3511
NZ_CP029393.2,535,18.9188657,4700
NZ_CP036173.1,535,19.21379529,4418
NZ_CP103617.1,151,19.47311075,5251
NZ_CP084668.1,535,19.61621837,3814
NZ_CP073796.1,535,19.73163082,4947
NZ_CP050742.1,151,19.84646157,6062
NZ_CP033802.1,535,20.04327709,6301
NZ_CP065608.1,29,20.67186388,4011
NZ_CP069585.1,92,21.09781425,5251
NZ_CP070130.1,54,21.94369541,3681
NZ_CP083773.1,535,22.37035553,4176
NZ_CP039273.1,535,22.3870578,6237
NZ_OW970379.1,535,23.87229458,4052
NZ_CP042554.1,535,23.97052253,4760
NZ_CP023921.1,92,24.99540356,5095
NZ_CP089389.1,535,25.04780903,3514
NZ_CP067288.1,535,25.10812385,4048
NZ_CP038400.1,535,26.28621007,6675
NZ_CP038403.1,535,26.36506147,6675
NZ_CP069457.1,151,26.81689948,5251
NZ_OW970377.1,55,27.11119652,5838
NZ_CP058125.1,535,27.25179865,5087
NZ_CP055372.1,535,28.89718625,5553
NZ_CP030001.1,535,28.96963596,4251
NZ_CP056215.1,535,29.79340203,3830
NZ_LR890298.1,535,32.25565848,5393
NZ_CP055561.1,535,32.92017588,3378
NZ_CP066752.1,535,32.93192355,6675
NZ_CP104916.1,535,33.30508018,3548
NZ_CP056379.1,535,33.69522956,4018
NZ_CP065169.1,535,34.06012977,3514
NZ_CP056439.1,535,34.1380132,3514
NZ_CP039315.1,535,34.55800531,5134
NZ_CP103735.1,343,34.90936305,4258
NZ_CP055322.1,535,35.02731629,4346
NZ_CP119448.1,535,35.23118745,4065
